contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
SPY271217C00060000,SPY,2027-12-17,60.00,call,0.00,620.16,617.82,2,622.50,20,0,0,2025-11-26,0.01976,1.00000,0.00000,-0.00589,0.00000,1.13980
SPY271217P00060000,SPY,2027-12-17,60.00,put,0.00,0.16,0.14,54,0.17,54,0,0,2025-11-26,0.64413,-0.00075,0.00000,-0.00101,0.02514,-0.01388
SPY271217C00065000,SPY,2027-12-17,65.00,call,0.00,615.17,612.85,2,617.50,20,0,0,2025-11-26,0.01976,1.00000,0.00000,-0.00638,0.00000,1.23478
SPY271217P00065000,SPY,2027-12-17,65.00,put,0.00,0.18,0.16,182,0.20,182,0,0,2025-11-26,0.62462,-0.00080,0.00000,-0.00103,0.02666,-0.01467
SPY271217C00070000,SPY,2027-12-17,70.00,call,0.00,610.19,607.88,1,612.50,20,0,0,2025-11-26,0.01976,1.00000,0.00000,-0.00687,0.00000,1.32976
SPY271217P00070000,SPY,2027-12-17,70.00,put,0.00,0.20,0.18,182,0.22,182,0,1,2025-11-26,0.60511,-0.00083,0.00000,-0.00104,0.02769,-0.01515
SPY271217C00075000,SPY,2027-12-17,75.00,call,0.00,605.20,602.90,2,607.50,20,0,0,2025-11-26,0.01976,1.00000,0.00000,-0.00736,0.00000,1.42475
SPY271217P00075000,SPY,2027-12-17,75.00,put,0.00,0.23,0.21,182,0.25,182,0,1,2025-11-26,0.60511,-0.00109,0.00001,-0.00132,0.03544,-0.01994
SPY271217C00080000,SPY,2027-12-17,80.00,call,0.00,600.25,598.00,10,602.50,1,0,0,2025-11-26,0.01976,1.00000,0.00000,-0.00785,0.00000,1.51973
SPY271217P00080000,SPY,2027-12-17,80.00,put,0.00,0.26,0.24,182,0.28,182,0,0,2025-11-26,0.58560,-0.00110,0.00001,-0.00129,0.03578,-0.01996
SPY271217C00085000,SPY,2027-12-17,85.00,call,586.50,595.25,593.00,10,597.50,1,0,2,2025-11-26,0.01976,1.00000,0.00000,-0.00834,0.00000,1.61471
SPY271217P00085000,SPY,2027-12-17,85.00,put,0.00,0.29,0.27,182,0.31,182,0,10,2025-11-26,0.58560,-0.00139,0.00001,-0.00160,0.04452,-0.02547
SPY271217C00090000,SPY,2027-12-17,90.00,call,0.00,590.25,588.00,10,592.50,10,0,0,2025-11-26,0.01976,1.00000,0.00000,-0.00883,0.00000,1.70970
SPY271217P00090000,SPY,2027-12-17,90.00,put,0.00,0.32,0.30,182,0.34,182,0,1,2025-11-26,0.58560,-0.00174,0.00001,-0.00196,0.05443,-0.03192
SPY271217C00095000,SPY,2027-12-17,95.00,call,0.00,585.51,583.03,2,588.00,20,0,0,2025-11-26,0.01976,1.00000,0.00000,-0.00932,0.00000,1.80468
SPY271217P00095000,SPY,2027-12-17,95.00,put,0.00,0.36,0.34,54,0.38,182,0,0,2025-11-26,0.56608,-0.00171,0.00001,-0.00186,0.05354,-0.03102
SPY271217C00100000,SPY,2027-12-17,100.00,call,560.55,580.53,578.06,2,583.00,20,0,24,2025-11-26,0.01976,1.00000,0.00000,-0.00981,0.00000,1.89966
SPY271217P00100000,SPY,2027-12-17,100.00,put,0.38,0.39,0.37,182,0.41,59,1,27,2025-11-26,0.56608,-0.00209,0.00001,-0.00223,0.06429,-0.03811
SPY271217C00105000,SPY,2027-12-17,105.00,call,0.00,575.55,573.09,2,578.00,20,0,0,2025-11-26,0.01976,1.00000,0.00000,-0.01031,0.00000,1.99465
SPY271217P00105000,SPY,2027-12-17,105.00,put,0.00,0.44,0.42,54,0.46,182,0,2,2025-11-26,0.54657,-0.00201,0.00001,-0.00208,0.06219,-0.03634
SPY271217C00110000,SPY,2027-12-17,110.00,call,0.00,570.56,568.11,2,573.00,20,0,0,2025-11-26,0.01976,1.00000,0.00000,-0.01080,0.00000,2.08963
SPY271217P00110000,SPY,2027-12-17,110.00,put,0.00,0.48,0.46,182,0.50,182,0,0,2025-11-26,0.54657,-0.00243,0.00001,-0.00245,0.07364,-0.04397
SPY271217C00115000,SPY,2027-12-17,115.00,call,0.00,565.56,563.12,2,568.00,20,0,0,2025-11-26,0.01976,1.00000,0.00000,-0.01129,0.00000,2.18461
SPY271217P00115000,SPY,2027-12-17,115.00,put,0.00,0.53,0.51,182,0.55,182,0,0,2025-11-26,0.54657,-0.00289,0.00002,-0.00287,0.08625,-0.05260
SPY271217C00120000,SPY,2027-12-17,120.00,call,0.00,560.56,558.12,1,563.00,20,0,0,2025-11-26,0.01976,1.00000,0.00000,-0.01178,0.00000,2.27959
SPY271217P00120000,SPY,2027-12-17,120.00,put,0.00,0.58,0.56,182,0.60,182,0,0,2025-11-26,0.52706,-0.00274,0.00002,-0.00263,0.08220,-0.04929
SPY271217C00125000,SPY,2027-12-17,125.00,call,555.44,555.55,553.09,1,558.00,20,0,1,2025-11-26,0.01976,1.00000,0.00000,-0.01227,0.00000,2.37458
SPY271217P00125000,SPY,2027-12-17,125.00,put,0.00,0.63,0.61,182,0.65,54,0,3,2025-11-26,0.52706,-0.00323,0.00002,-0.00304,0.09536,-0.05835
SPY271217C00130000,SPY,2027-12-17,130.00,call,0.00,550.52,548.05,2,553.00,20,0,0,2025-11-26,0.01976,1.00000,0.00000,-0.01276,0.00000,2.46956
SPY271217P00130000,SPY,2027-12-17,130.00,put,0.00,0.69,0.67,182,0.71,54,0,0,2025-11-26,0.52706,-0.00378,0.00002,-0.00350,0.10968,-0.06845
SPY271217C00135000,SPY,2027-12-17,135.00,call,0.00,545.50,543.01,2,548.00,20,0,0,2025-11-26,0.01976,1.00000,0.00000,-0.01325,0.00000,2.56454
SPY271217P00135000,SPY,2027-12-17,135.00,put,0.00,0.76,0.74,54,0.78,182,0,0,2025-11-26,0.50755,-0.00353,0.00002,-0.00316,0.10330,-0.06324
SPY271217C00140000,SPY,2027-12-17,140.00,call,0.00,540.75,538.50,10,543.00,10,0,0,2025-11-26,0.01976,1.00000,0.00000,-0.01374,0.00000,2.65953
SPY271217P00140000,SPY,2027-12-17,140.00,put,0.00,0.82,0.80,182,0.84,54,0,30,2025-11-26,0.50755,-0.00410,0.00002,-0.00361,0.11804,-0.07365
SPY271217C00145000,SPY,2027-12-17,145.00,call,0.00,535.87,533.50,20,538.23,1,0,0,2025-11-26,0.01976,1.00000,0.00000,-0.01423,0.00000,2.75451
SPY271217P00145000,SPY,2027-12-17,145.00,put,0.00,0.89,0.87,182,0.91,182,0,16,2025-11-26,0.50755,-0.00472,0.00003,-0.00409,0.13392,-0.08513
SPY271217C00150000,SPY,2027-12-17,150.00,call,0.00,531.25,529.00,20,533.50,2,0,0,2025-11-26,0.01976,1.00000,0.00000,-0.01472,0.00000,2.84949
SPY271217P00150000,SPY,2027-12-17,150.00,put,0.00,0.95,0.93,182,0.97,54,0,46,2025-11-26,0.50755,-0.00540,0.00003,-0.00460,0.15097,-0.09773
SPY271217C00155000,SPY,2027-12-17,155.00,call,0.00,526.65,524.50,20,528.81,2,0,0,2025-11-26,0.01976,1.00000,0.00000,-0.01521,0.00000,2.94448
SPY271217P00155000,SPY,2027-12-17,155.00,put,0.00,1.02,1.00,182,1.04,182,0,0,2025-11-26,0.48804,-0.00500,0.00003,-0.00412,0.14104,-0.08938
SPY271217C00160000,SPY,2027-12-17,160.00,call,0.00,522.09,520.00,20,524.18,2,0,0,2025-11-26,0.01976,1.00000,0.00000,-0.01570,0.00000,3.03946
SPY271217P00160000,SPY,2027-12-17,160.00,put,0.00,1.08,1.06,182,1.11,182,0,0,2025-11-26,0.48804,-0.00570,0.00003,-0.00462,0.15836,-0.10215
SPY271217C00165000,SPY,2027-12-17,165.00,call,0.00,517.54,515.50,2,519.57,2,0,0,2025-11-26,0.01976,1.00000,0.00000,-0.01619,0.00000,3.13444
SPY271217P00165000,SPY,2027-12-17,165.00,put,0.00,1.15,1.13,182,1.18,182,0,0,2025-11-26,0.48804,-0.00645,0.00004,-0.00515,0.17682,-0.11606
SPY271217C00170000,SPY,2027-12-17,170.00,call,0.00,512.99,511.00,10,514.98,2,0,0,2025-11-26,0.01976,1.00000,0.00000,-0.01668,0.00000,3.22943
SPY271217P00170000,SPY,2027-12-17,170.00,put,0.00,1.23,1.21,208,1.25,208,0,0,2025-11-26,0.46853,-0.00592,0.00004,-0.00457,0.16381,-0.10506
SPY271217C00175000,SPY,2027-12-17,175.00,call,0.00,508.21,506.00,20,510.41,2,0,0,2025-11-26,0.01976,1.00000,0.00000,-0.01718,0.00000,3.32441
SPY271217P00175000,SPY,2027-12-17,175.00,put,0.00,1.31,1.28,208,1.33,208,0,1,2025-11-26,0.46853,-0.00669,0.00004,-0.00508,0.18242,-0.11901
SPY271217C00180000,SPY,2027-12-17,180.00,call,0.00,503.67,501.50,20,505.84,2,0,0,2025-11-26,0.01976,1.00000,0.00000,-0.01767,0.00000,3.41939
SPY271217P00180000,SPY,2027-12-17,180.00,put,0.00,1.39,1.36,208,1.41,208,0,1,2025-11-26,0.46853,-0.00751,0.00005,-0.00561,0.20217,-0.13412
SPY271217C00185000,SPY,2027-12-17,185.00,call,0.00,499.14,497.00,20,501.28,2,0,0,2025-11-26,0.01976,1.00000,0.00000,-0.01816,0.00000,3.51437
SPY271217P00185000,SPY,2027-12-17,185.00,put,0.00,1.46,1.44,208,1.49,208,0,0,2025-11-26,0.46853,-0.00840,0.00005,-0.00618,0.22306,-0.15044
SPY271217C00190000,SPY,2027-12-17,190.00,call,0.00,494.62,492.50,20,496.73,2,0,0,2025-11-26,0.01976,1.00000,0.00000,-0.01865,0.00000,3.60936
SPY271217P00190000,SPY,2027-12-17,190.00,put,0.00,1.56,1.53,208,1.58,208,0,0,2025-11-26,0.44901,-0.00766,0.00005,-0.00545,0.20557,-0.13523
SPY271217C00195000,SPY,2027-12-17,195.00,call,0.00,490.10,488.00,20,492.19,2,0,0,2025-11-26,0.01976,1.00000,0.00000,-0.01914,0.00000,3.70434
SPY271217P00195000,SPY,2027-12-17,195.00,put,0.00,1.64,1.62,208,1.66,62,0,0,2025-11-26,0.44901,-0.00855,0.00005,-0.00599,0.22651,-0.15144
SPY271217C00200000,SPY,2027-12-17,200.00,call,487.00,485.57,483.50,20,487.65,2,2,328,2025-11-26,0.01976,1.00000,0.00000,-0.01963,0.00000,3.79932
SPY271217P00200000,SPY,2027-12-17,200.00,put,1.74,1.73,1.71,208,1.76,208,1,1457,2025-11-26,0.44901,-0.00951,0.00006,-0.00656,0.24858,-0.16887
SPY271217C00205000,SPY,2027-12-17,205.00,call,476.00,481.06,479.00,20,483.11,2,0,10,2025-11-26,0.01976,1.00000,0.00000,-0.02012,0.00000,3.89431
SPY271217P00205000,SPY,2027-12-17,205.00,put,0.00,1.83,1.80,208,1.85,208,0,12,2025-11-26,0.44901,-0.01053,0.00006,-0.00716,0.27177,-0.18757
SPY271217C00210000,SPY,2027-12-17,210.00,call,474.92,476.53,474.50,10,478.57,1,1,108,2025-11-26,0.01976,1.00000,0.00000,-0.02061,0.00000,3.98929
SPY271217P00210000,SPY,2027-12-17,210.00,put,0.00,1.92,1.90,208,1.95,208,0,27,2025-11-26,0.44901,-0.01162,0.00007,-0.00778,0.29606,-0.20756
SPY271217C00215000,SPY,2027-12-17,215.00,call,423.44,472.02,470.00,10,474.05,2,0,3,2025-11-26,0.01976,1.00000,0.00000,-0.02110,0.00000,4.08427
SPY271217P00215000,SPY,2027-12-17,215.00,put,0.00,2.02,2.00,208,2.05,208,0,44,2025-11-26,0.42950,-0.01056,0.00007,-0.00683,0.27247,-0.18598
SPY271217C00220000,SPY,2027-12-17,220.00,call,442.85,467.51,465.50,10,469.52,1,0,25,2025-11-26,0.01976,1.00000,0.00000,-0.02159,0.00000,4.17926
SPY271217P00220000,SPY,2027-12-17,220.00,put,0.00,2.13,2.11,208,2.16,208,0,44,2025-11-26,0.42950,-0.01165,0.00007,-0.00742,0.29675,-0.20571
SPY271217C00225000,SPY,2027-12-17,225.00,call,327.00,462.75,460.50,20,465.00,2,0,1,2025-11-26,0.01976,1.00000,0.00000,-0.02208,0.00000,4.27424
SPY271217P00225000,SPY,2027-12-17,225.00,put,2.23,2.25,2.22,208,2.27,208,1,596,2025-11-26,0.42950,-0.01281,0.00008,-0.00804,0.32214,-0.22675
SPY271217C00230000,SPY,2027-12-17,230.00,call,439.50,458.24,456.00,20,460.48,2,0,3,2025-11-26,0.01976,1.00000,0.00000,-0.02257,0.00000,4.36922
SPY271217P00230000,SPY,2027-12-17,230.00,put,0.00,2.35,2.33,208,2.38,208,0,63,2025-11-26,0.42950,-0.01403,0.00009,-0.00868,0.34862,-0.24913
SPY271217C00235000,SPY,2027-12-17,235.00,call,373.97,453.74,451.50,20,455.97,2,0,1,2025-11-26,0.01976,1.00000,0.00000,-0.02306,0.00000,4.46421
SPY271217P00235000,SPY,2027-12-17,235.00,put,0.00,2.46,2.44,234,2.49,70,0,55,2025-11-26,0.40999,-0.01269,0.00008,-0.00758,0.31954,-0.22195
SPY271217C00240000,SPY,2027-12-17,240.00,call,444.97,449.23,447.00,20,451.46,2,0,7,2025-11-26,0.01976,1.00000,0.00000,-0.02355,0.00000,4.55919
SPY271217P00240000,SPY,2027-12-17,240.00,put,0.00,2.58,2.56,234,2.61,70,0,297,2025-11-26,0.40999,-0.01391,0.00009,-0.00818,0.34594,-0.24393
SPY271217C00245000,SPY,2027-12-17,245.00,call,0.00,444.73,442.50,20,446.95,2,0,0,2025-11-26,0.01976,1.00000,0.00000,-0.02405,0.00000,4.65417
SPY271217P00245000,SPY,2027-12-17,245.00,put,0.00,2.71,2.68,234,2.74,234,0,106,2025-11-26,0.40999,-0.01520,0.00010,-0.00881,0.37345,-0.26728
SPY271217C00250000,SPY,2027-12-17,250.00,call,413.33,440.22,438.00,20,442.44,1,0,21,2025-11-26,0.01976,1.00000,0.00000,-0.02454,0.00000,4.74915
SPY271217P00250000,SPY,2027-12-17,250.00,put,2.83,2.83,2.81,234,2.86,234,1,439,2025-11-26,0.40999,-0.01657,0.00010,-0.00947,0.40204,-0.29203
SPY271217C00255000,SPY,2027-12-17,255.00,call,395.00,435.72,433.50,20,437.94,2,0,19,2025-11-26,0.01976,1.00000,0.00000,-0.02503,0.00000,4.84414
SPY271217P00255000,SPY,2027-12-17,255.00,put,0.00,2.96,2.94,234,2.99,234,0,203,2025-11-26,0.40999,-0.01801,0.00011,-0.01014,0.43170,-0.31819
SPY271217C00260000,SPY,2027-12-17,260.00,call,415.80,431.23,429.00,20,433.45,2,0,15,2025-11-26,0.01976,1.00000,0.00000,-0.02552,0.00000,4.93912
SPY271217P00260000,SPY,2027-12-17,260.00,put,0.00,3.10,3.07,234,3.13,234,0,89,2025-11-26,0.39048,-0.01625,0.00011,-0.00882,0.39545,-0.28286
SPY271217C00265000,SPY,2027-12-17,265.00,call,348.50,426.73,424.50,20,428.95,1,0,15,2025-11-26,0.01976,1.00000,0.00000,-0.02601,0.00000,5.03410
SPY271217P00265000,SPY,2027-12-17,265.00,put,0.00,3.23,3.21,234,3.26,234,0,85,2025-11-26,0.39048,-0.01768,0.00011,-0.00946,0.42503,-0.30850
SPY271217C00270000,SPY,2027-12-17,270.00,call,413.99,422.23,420.00,20,424.46,1,0,11,2025-11-26,0.01976,1.00000,0.00000,-0.02650,0.00000,5.12909
SPY271217P00270000,SPY,2027-12-17,270.00,put,0.00,3.38,3.35,234,3.40,70,0,1206,2025-11-26,0.39048,-0.01919,0.00012,-0.01011,0.45570,-0.33559
SPY271217C00275000,SPY,2027-12-17,275.00,call,375.70,417.74,415.50,20,419.98,2,0,5,2025-11-26,0.01976,1.00000,0.00000,-0.02699,0.00000,5.22407
SPY271217P00275000,SPY,2027-12-17,275.00,put,3.48,3.52,3.49,234,3.55,234,1,227,2025-11-26,0.39048,-0.02077,0.00013,-0.01079,0.48742,-0.36416
SPY271217C00280000,SPY,2027-12-17,280.00,call,418.76,413.25,411.00,20,415.49,1,0,13,2025-11-26,0.01976,1.00000,0.00000,-0.02748,0.00000,5.31905
SPY271217P00280000,SPY,2027-12-17,280.00,put,0.00,3.67,3.64,234,3.70,234,0,750,2025-11-26,0.39048,-0.02243,0.00014,-0.01149,0.52018,-0.39423
SPY271217C00285000,SPY,2027-12-17,285.00,call,353.09,408.76,406.50,20,411.02,2,0,6,2025-11-26,0.01976,1.00000,0.00000,-0.02797,0.00000,5.41404
SPY271217P00285000,SPY,2027-12-17,285.00,put,0.00,3.82,3.79,234,3.85,234,0,46,2025-11-26,0.39048,-0.02417,0.00015,-0.01220,0.55395,-0.42582
SPY271217C00290000,SPY,2027-12-17,290.00,call,352.25,404.27,402.00,20,406.54,1,0,37,2025-11-26,0.01976,1.00000,0.00000,-0.02846,0.00000,5.50902
SPY271217P00290000,SPY,2027-12-17,290.00,put,0.00,3.98,3.95,234,4.01,234,0,44,2025-11-26,0.37097,-0.02186,0.00014,-0.01061,0.50897,-0.37914
SPY271217C00295000,SPY,2027-12-17,295.00,call,399.76,399.79,397.50,20,402.08,2,0,5,2025-11-26,0.01976,1.00000,0.00000,-0.02895,0.00000,5.60400
SPY271217P00295000,SPY,2027-12-17,295.00,put,0.00,4.14,4.11,234,4.17,234,0,468,2025-11-26,0.37097,-0.02359,0.00015,-0.01129,0.54276,-0.41011
SPY271217C00300000,SPY,2027-12-17,300.00,call,396.64,395.31,393.00,20,397.61,2,2,211,2025-11-26,0.01976,1.00000,0.00000,-0.02944,0.00000,5.69899
SPY271217P00300000,SPY,2027-12-17,300.00,put,0.00,4.31,4.28,76,4.34,234,0,687,2025-11-26,0.37097,-0.02541,0.00016,-0.01198,0.57758,-0.44264
SPY271217C00305000,SPY,2027-12-17,305.00,call,382.91,390.82,388.50,20,393.15,2,0,9,2025-11-26,0.01976,1.00000,0.00000,-0.02993,0.00000,5.79397
SPY271217P00305000,SPY,2027-12-17,305.00,put,0.00,4.48,4.45,234,4.52,234,0,53,2025-11-26,0.37097,-0.02730,0.00017,-0.01269,0.61341,-0.47677
SPY271217C00310000,SPY,2027-12-17,310.00,call,378.05,386.60,384.50,20,388.70,2,0,12,2025-11-26,0.01976,1.00000,0.00000,-0.03042,0.00000,5.88895
SPY271217P00310000,SPY,2027-12-17,310.00,put,0.00,4.66,4.63,234,4.69,70,0,39,2025-11-26,0.37097,-0.02928,0.00018,-0.01341,0.65021,-0.51249
SPY271217C00315000,SPY,2027-12-17,315.00,call,362.01,382.12,380.00,20,384.25,2,0,6,2025-11-26,0.01976,1.00000,0.00000,-0.03092,0.00000,5.98394
SPY271217P00315000,SPY,2027-12-17,315.00,put,0.00,4.84,4.81,234,4.88,234,0,153,2025-11-26,0.37097,-0.03135,0.00020,-0.01415,0.68795,-0.54984
SPY271217C00320000,SPY,2027-12-17,320.00,call,382.41,377.65,375.50,20,379.81,2,0,16,2025-11-26,0.01976,1.00000,0.00000,-0.03141,0.00000,6.07892
SPY271217P00320000,SPY,2027-12-17,320.00,put,4.98,5.04,5.00,234,5.07,234,1,78,2025-11-26,0.35146,-0.02841,0.00019,-0.01230,0.63405,-0.49041
SPY271217C00325000,SPY,2027-12-17,325.00,call,355.50,373.19,371.00,20,375.37,2,0,17,2025-11-26,0.01976,1.00000,0.00000,-0.03190,0.00000,6.17390
SPY271217P00325000,SPY,2027-12-17,325.00,put,0.00,5.23,5.20,76,5.27,234,0,179,2025-11-26,0.35146,-0.03047,0.00020,-0.01300,0.67198,-0.52710
SPY271217C00330000,SPY,2027-12-17,330.00,call,343.19,368.72,366.50,20,370.94,1,0,38,2025-11-26,0.01976,1.00000,0.00000,-0.03239,0.00000,6.26888
SPY271217P00330000,SPY,2027-12-17,330.00,put,0.00,5.44,5.40,234,5.47,70,0,160,2025-11-26,0.35146,-0.03262,0.00021,-0.01371,0.71089,-0.56547
SPY271217C00335000,SPY,2027-12-17,335.00,call,360.93,364.26,362.00,20,366.52,1,0,25,2025-11-26,0.01976,1.00000,0.00000,-0.03288,0.00000,6.36387
SPY271217P00335000,SPY,2027-12-17,335.00,put,0.00,5.65,5.61,234,5.69,234,0,142,2025-11-26,0.35146,-0.03485,0.00022,-0.01444,0.75075,-0.60554
SPY271217C00340000,SPY,2027-12-17,340.00,call,366.02,359.81,357.50,20,362.11,2,0,24,2025-11-26,0.01976,1.00000,0.00000,-0.03337,0.00000,6.45885
SPY271217P00340000,SPY,2027-12-17,340.00,put,0.00,5.87,5.83,76,5.90,70,0,6160,2025-11-26,0.35146,-0.03718,0.00024,-0.01518,0.79151,-0.64731
SPY271217C00345000,SPY,2027-12-17,345.00,call,354.89,355.35,353.00,20,357.70,2,0,15,2025-11-26,0.01976,1.00000,0.00000,-0.03386,0.00000,6.55383
SPY271217P00345000,SPY,2027-12-17,345.00,put,0.00,6.09,6.05,234,6.13,234,0,4211,2025-11-26,0.35146,-0.03959,0.00025,-0.01593,0.83313,-0.69082
SPY271217C00350000,SPY,2027-12-17,350.00,call,325.76,351.15,349.00,20,353.30,2,0,248,2025-11-26,0.01976,1.00000,0.00000,-0.03435,0.00000,6.64882
SPY271217P00350000,SPY,2027-12-17,350.00,put,6.25,6.33,6.28,234,6.37,234,1,7488,2025-11-26,0.33194,-0.03596,0.00024,-0.01383,0.77024,-0.61726
SPY271217C00355000,SPY,2027-12-17,355.00,call,313.58,346.71,344.50,20,348.91,2,0,101,2025-11-26,0.01976,1.00000,0.00000,-0.03484,0.00000,6.74380
SPY271217P00355000,SPY,2027-12-17,355.00,put,0.00,6.56,6.52,234,6.61,234,0,265,2025-11-26,0.33194,-0.03838,0.00026,-0.01454,0.81230,-0.66013
SPY271217C00360000,SPY,2027-12-17,360.00,call,334.70,342.26,340.00,20,344.52,1,0,15,2025-11-26,0.01976,1.00000,0.00000,-0.03533,0.00000,6.83878
SPY271217P00360000,SPY,2027-12-17,360.00,put,0.00,6.81,6.77,234,6.86,234,0,6110,2025-11-26,0.33194,-0.04089,0.00027,-0.01526,0.85528,-0.70480
SPY271217C00365000,SPY,2027-12-17,365.00,call,330.00,337.82,335.50,20,340.15,2,0,18,2025-11-26,0.01976,1.00000,0.00000,-0.03582,0.00000,6.93377
SPY271217P00365000,SPY,2027-12-17,365.00,put,0.00,7.08,7.03,234,7.12,76,0,300,2025-11-26,0.33194,-0.04350,0.00028,-0.01599,0.89913,-0.75128
SPY271217C00370000,SPY,2027-12-17,370.00,call,326.90,333.64,331.50,20,335.78,1,0,33,2025-11-26,0.01976,1.00000,0.00000,-0.03631,0.00000,7.02875
SPY271217P00370000,SPY,2027-12-17,370.00,put,0.00,7.34,7.30,234,7.39,70,0,3584,2025-11-26,0.33194,-0.04620,0.00030,-0.01673,0.94381,-0.79959
SPY271217C00375000,SPY,2027-12-17,375.00,call,323.65,329.22,327.00,20,331.43,2,0,42,2025-11-26,0.01976,1.00000,0.00000,-0.03680,0.00000,7.12373
SPY271217P00375000,SPY,2027-12-17,375.00,put,0.00,7.63,7.58,234,7.68,234,0,131,2025-11-26,0.33194,-0.04899,0.00031,-0.01747,0.98927,-0.84974
SPY271217C00380000,SPY,2027-12-17,380.00,call,331.56,324.79,322.50,20,327.08,2,0,38,2025-11-26,0.01976,1.00000,0.00000,-0.03730,0.00000,7.21872
SPY271217P00380000,SPY,2027-12-17,380.00,put,7.95,7.92,7.87,234,7.97,234,1250,3270,2025-11-26,0.33194,-0.05188,0.00033,-0.01823,1.03547,-0.90173
SPY271217C00385000,SPY,2027-12-17,385.00,call,325.99,320.38,318.00,20,322.75,2,0,15,2025-11-26,0.01976,1.00000,0.00000,-0.03779,0.00000,7.31370
SPY271217P00385000,SPY,2027-12-17,385.00,put,0.00,8.22,8.17,234,8.27,234,0,88,2025-11-26,0.33194,-0.05486,0.00034,-0.01898,1.08236,-0.95556
SPY271217C00390000,SPY,2027-12-17,390.00,call,301.02,316.21,314.00,20,318.42,1,0,31,2025-11-26,0.01976,1.00000,0.00000,-0.03828,0.00000,7.40868
SPY271217P00390000,SPY,2027-12-17,390.00,put,0.00,8.53,8.48,234,8.58,70,0,238,2025-11-26,0.31243,-0.05033,0.00034,-0.01657,1.01076,-0.86186
SPY271217C00395000,SPY,2027-12-17,395.00,call,308.00,311.81,309.50,20,314.11,2,0,129,2025-11-26,0.01976,1.00000,0.00000,-0.03877,0.00000,7.50366
SPY271217P00395000,SPY,2027-12-17,395.00,put,8.82,8.86,8.80,234,8.91,234,1,166,2025-11-26,0.31243,-0.05334,0.00036,-0.01729,1.05862,-0.91536
SPY271217C00400000,SPY,2027-12-17,400.00,call,308.31,307.40,305.00,20,309.81,2,1,416,2025-11-26,0.01976,1.00000,0.00000,-0.03926,0.00000,7.59865
SPY271217P00400000,SPY,2027-12-17,400.00,put,9.19,9.20,9.14,234,9.25,234,37,9937,2025-11-26,0.31243,-0.05646,0.00037,-0.01802,1.10722,-0.97082
SPY271217C00405000,SPY,2027-12-17,405.00,call,288.77,303.26,301.00,20,305.52,2,0,71,2025-11-26,0.01976,1.00000,0.00000,-0.03975,0.00000,7.69363
SPY271217P00405000,SPY,2027-12-17,405.00,put,0.00,9.54,9.48,234,9.59,76,0,485,2025-11-26,0.31243,-0.05968,0.00039,-0.01874,1.15651,-1.02823
SPY271217C00410000,SPY,2027-12-17,410.00,call,286.96,298.87,296.50,20,301.24,2,0,157,2025-11-26,0.01976,1.00000,0.00000,-0.04024,0.00000,7.78861
SPY271217P00410000,SPY,2027-12-17,410.00,put,0.00,9.89,9.84,234,9.95,70,0,344,2025-11-26,0.31243,-0.06300,0.00041,-0.01948,1.20644,-1.08760
SPY271217C00415000,SPY,2027-12-17,415.00,call,289.00,294.74,292.50,20,296.97,2,0,106,2025-11-26,0.01976,1.00000,0.00000,-0.04073,0.00000,7.88360
SPY271217P00415000,SPY,2027-12-17,415.00,put,10.29,10.27,10.21,234,10.33,234,1,207,2025-11-26,0.31243,-0.06641,0.00042,-0.02021,1.25696,-1.14894
SPY271217C00420000,SPY,2027-12-17,420.00,call,268.63,290.36,288.00,20,292.71,2,0,46,2025-11-26,0.01976,1.00000,0.00000,-0.04122,0.00000,7.97858
SPY271217P00420000,SPY,2027-12-17,420.00,put,0.00,10.65,10.59,234,10.71,234,0,803,2025-11-26,0.31243,-0.06993,0.00044,-0.02094,1.30801,-1.21223
SPY271217C00425000,SPY,2027-12-17,425.00,call,274.76,286.24,284.00,20,288.47,2,0,139,2025-11-26,0.01976,1.00000,0.00000,-0.04171,0.00000,8.07356
SPY271217P00425000,SPY,2027-12-17,425.00,put,0.00,11.05,10.99,234,11.11,234,0,705,2025-11-26,0.31243,-0.07354,0.00046,-0.02168,1.35953,-1.27748
SPY271217C00430000,SPY,2027-12-17,430.00,call,287.70,281.87,279.50,20,284.24,2,0,23,2025-11-26,0.01976,1.00000,0.00000,-0.04220,0.00000,8.16855
SPY271217P00430000,SPY,2027-12-17,430.00,put,0.00,11.46,11.40,234,11.52,234,0,460,2025-11-26,0.29292,-0.06815,0.00046,-0.01900,1.28224,-1.16325
SPY271217C00435000,SPY,2027-12-17,435.00,call,280.94,277.76,275.50,20,280.03,2,0,10,2025-11-26,0.01976,1.00000,0.00000,-0.04269,0.00000,8.26353
SPY271217P00435000,SPY,2027-12-17,435.00,put,0.00,11.88,11.82,234,11.95,234,0,146,2025-11-26,0.29292,-0.07184,0.00048,-0.01969,1.33538,-1.22873
SPY271217C00440000,SPY,2027-12-17,440.00,call,274.54,273.41,271.00,20,275.82,2,1,20,2025-11-26,0.01976,1.00000,0.00000,-0.04318,0.00000,8.35851
SPY271217P00440000,SPY,2027-12-17,440.00,put,0.00,12.32,12.26,76,12.39,140,0,1837,2025-11-26,0.29292,-0.07564,0.00050,-0.02039,1.38905,-1.29630
